"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1971-Q2",35.7308732558479,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1971-Q3",36.4164698429487,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1971-Q4",36.9515674790367,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1972-Q1",37.4803724980573,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1972-Q2",37.9837210949843,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1972-Q3",38.5764637304711,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1972-Q4",39.2489564715733,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1973-Q1",39.9152348944383,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1973-Q2",40.5522326351607,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1973-Q3",41.3186673151959,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1973-Q4",42.1833638821474,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1974-Q1",43.0511328533195,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1974-Q2",43.8923229847263,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1974-Q3",44.376637963929,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1974-Q4",44.4230750924426,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1975-Q1",44.4973745544314,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1975-Q2",44.6675525171057,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1975-Q3",44.8499986667613,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1975-Q4",45.0718399108173,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1976-Q1",45.255294330445,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1976-Q2",45.4376480724149,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1976-Q3",45.8743545619155,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1976-Q4",46.5104966528128,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1977-Q1",47.2007438253858,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1977-Q2",47.9048010741352,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1977-Q3",48.6809547550563,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1977-Q4",49.4811526059197,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1978-Q1",50.3391314077785,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1978-Q2",51.2155257763428,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1978-Q3",52.2444352422515,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1978-Q4",53.4796154681233,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1979-Q1",54.6721492736501,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1979-Q2",55.8773869065634,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1979-Q3",56.9940109774819,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1979-Q4",57.9919908053451,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1980-Q1",59.0126029353672,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1980-Q2",60.0247493045755,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1980-Q3",61.1441690645223,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1980-Q4",62.422029885447,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1981-Q1",63.6069242808638,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1981-Q2",64.8546553846606,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1981-Q3",65.4702947146467,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1981-Q4",65.4849435705399,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1982-Q1",65.4805113756437,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1982-Q2",65.4461914156775,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1982-Q3",65.4673204004372,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1982-Q4",65.6551749083704,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1983-Q1",65.8179020078358,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1983-Q2",65.875302370612,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1983-Q3",65.7275410571427,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1983-Q4",65.3077765740657,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1984-Q1",64.7912814950667,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1984-Q2",64.3584417554513,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1984-Q3",64.0345247130673,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1984-Q4",63.8549363037806,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1985-Q1",63.6778837088837,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1985-Q2",63.5212737721933,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1985-Q3",63.4470562149702,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1985-Q4",63.5907594445187,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1986-Q1",63.7521946882392,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1986-Q2",63.8728052290965,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1986-Q3",63.7926223382517,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1986-Q4",63.4986747945059,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1987-Q1",63.2378857397071,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1987-Q2",63.0285568173482,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1987-Q3",63.1154530265801,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1987-Q4",63.4115142491851,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1988-Q1",63.7436539720542,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1988-Q2",64.1375086818652,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1988-Q3",64.4744374779658,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1988-Q4",64.7684996241715,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1989-Q1",65.1896418366414,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1989-Q2",65.5805639550745,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1989-Q3",66.592674412188,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1989-Q4",68.0829374438612,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1990-Q1",69.6917496389754,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1990-Q2",71.2692185222549,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1990-Q3",72.3623352571147,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1990-Q4",73.0117244473824,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1991-Q1",73.6067568962742,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1991-Q2",74.2330134141825,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1991-Q3",75.151571233507,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1991-Q4",76.2508406027813,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1992-Q1",77.3534011151176,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1992-Q2",78.3851870167681,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1992-Q3",79.3831537466652,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1992-Q4",80.3392986081564,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1993-Q1",81.2713861140066,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1993-Q2",82.1970641795021,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1993-Q3",83.1043979874846,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1993-Q4",84.088064681386,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1994-Q1",85.0151190420196,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1994-Q2",85.9282402903721,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1994-Q3",86.4931322557634,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1994-Q4",86.8958150534595,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1995-Q1",87.2250396618533,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1995-Q2",87.5404651154589,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1995-Q3",87.5103855705356,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1995-Q4",87.1513456152209,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1996-Q1",86.7952534832401,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1996-Q2",86.3528938037318,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1996-Q3",85.9860844719417,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1996-Q4",85.6226523261556,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1997-Q1",85.1720424394282,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1997-Q2",84.7384125803029,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1997-Q3",84.4581120014439,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1997-Q4",84.274401878149,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1998-Q1",84.065600221721,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1998-Q2",83.8693462630156,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1998-Q3",83.7464618085122,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1998-Q4",83.9046030132027,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1999-Q1",83.9049245403757,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1999-Q2",83.80548463861,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1999-Q3",83.848988023375,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","1999-Q4",84.3662760588543,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2000-Q1",84.3457624937979,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2000-Q2",83.5855698189121,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2000-Q3",84.4222318583547,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2000-Q4",85.130806921708,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2001-Q1",84.918176852412,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2001-Q2",84.5254986225475,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2001-Q3",84.4735883237974,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2001-Q4",83.7671573065189,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2002-Q1",83.2245846937454,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2002-Q2",83.5213577037269,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2002-Q3",83.5217003315629,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2002-Q4",83.0156781011719,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2003-Q1",83.1109983697364,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2003-Q2",84.3657452405329,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2003-Q3",83.5212908824908,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2003-Q4",83.5856114187172,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2004-Q1",83.6533007983496,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2004-Q2",82.2550208649815,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2004-Q3",81.6734301610411,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2004-Q4",81.7005687557723,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2005-Q1",83.9389403333465,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2005-Q2",82.1671382029495,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2005-Q3",84.2770766384484,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2005-Q4",83.0001906617142,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2006-Q1",83.0098246508221,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2006-Q2",83.0007074883569,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2006-Q3",82.2943988166028,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2006-Q4",83.7780897994065,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2007-Q1",79.9656677628481,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2007-Q2",81.2221448814295,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2007-Q3",81.718122043062,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2007-Q4",82.0753106239877,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2008-Q1",82.9525788882284,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2008-Q2",82.588355775397,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2008-Q3",81.804267026903,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2008-Q4",82.0371438958676,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2009-Q1",82.0620562386486,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2009-Q2",82.604586575285,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2009-Q3",83.1383940871966,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2009-Q4",84.277983854058,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2010-Q1",83.3289245730998,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2010-Q2",83.8449251297914,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2010-Q3",84.4962118433224,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2010-Q4",83.8138094215278,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2011-Q1",86.3782125480122,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2011-Q2",86.6719737173504,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2011-Q3",86.8184189234316,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2011-Q4",87.31819151038,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2012-Q1",88.3114940781873,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2012-Q2",88.6550401915697,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2012-Q3",90.438932014988,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2012-Q4",91.6843061583652,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2013-Q1",91.707013310247,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2013-Q2",92.6630242020184,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2013-Q3",92.8873093119212,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2013-Q4",93.1352513253503,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2014-Q1",94.2224582056435,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2014-Q2",95.2684665287237,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2014-Q3",96.1743405732011,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2014-Q4",96.3295772943117,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2015-Q1",98.258986259124,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2015-Q2",99.5089145423373,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2015-Q3",100.351536804761,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2015-Q4",101.880562393777,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2016-Q1",104.427956638487,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2016-Q2",106.536233794347,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2016-Q3",108.736781297923,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2016-Q4",110.406555150965,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2017-Q1",111.493239558739,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2017-Q2",112.804797565703,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2017-Q3",114.916238201103,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2017-Q4",117.199828200336,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2018-Q1",118.989355581223,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2018-Q2",120.317275014144,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2018-Q3",122.984801612665,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2018-Q4",124.430248201398,
"DEU","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q1",124.960751566876,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1980-Q1",172.33103002156,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1980-Q2",172.392046785479,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1980-Q3",172.595042632991,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1980-Q4",173.254298888724,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1981-Q1",173.643283228067,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1981-Q2",174.613164413046,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1981-Q3",174.196300465717,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1981-Q4",172.552729710004,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1982-Q1",171.383691604274,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1982-Q2",170.25188600898,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1982-Q3",169.414400881341,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1982-Q4",168.980433442254,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1983-Q1",168.506138687826,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1983-Q2",167.191419031255,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1983-Q3",164.995317867266,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1983-Q4",161.851644138259,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1984-Q1",158.042360479758,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1984-Q2",154.896709728526,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1984-Q3",152.246372690091,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1984-Q4",150.206005841471,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1985-Q1",148.462511137246,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1985-Q2",146.813625713299,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1985-Q3",145.365193293103,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1985-Q4",144.34976033101,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1986-Q1",143.248665151935,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1986-Q2",142.099125762952,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1986-Q3",140.569308212457,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1986-Q4",138.685185281717,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1987-Q1",137.155315252854,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1987-Q2",135.551800187622,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1987-Q3",134.482561416577,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1987-Q4",133.672646928794,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1988-Q1",132.596418682853,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1988-Q2",131.651164794954,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1988-Q3",130.525840280837,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1988-Q4",129.307445185269,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1989-Q1",128.467982572682,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1989-Q2",127.374381505833,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1989-Q3",127.331905507,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1989-Q4",127.956221023639,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1990-Q1",128.455317380935,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1990-Q2",128.75172127977,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1990-Q3",128.113909410022,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1990-Q4",126.845367862566,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1991-Q1",127.2905039067,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1991-Q2",124.025723140876,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1991-Q3",127.014074762177,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1991-Q4",124.296929093557,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1992-Q1",124.270533444274,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1992-Q2",124.822664100547,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1992-Q3",125.484066027493,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1992-Q4",123.267676573926,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1993-Q1",126.658422262772,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1993-Q2",125.948013376935,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1993-Q3",126.876296915606,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1993-Q4",126.13171974474,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1994-Q1",127.35779121392,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1994-Q2",129.957173714841,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1994-Q3",128.509817568668,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1994-Q4",127.643739954818,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1995-Q1",128.85697938295,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1995-Q2",127.467621455539,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1995-Q3",127.202482775587,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1995-Q4",126.715920620509,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1996-Q1",124.518107465881,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1996-Q2",123.844871021917,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1996-Q3",123.112669204912,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1996-Q4",122.835030653115,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1997-Q1",121.921510011802,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1997-Q2",120.148164031356,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1997-Q3",119.223140758694,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1997-Q4",118.142411828353,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1998-Q1",118.23815046458,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1998-Q2",117.962980197607,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1998-Q3",116.348818655661,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1998-Q4",115.830841242316,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1999-Q1",115.105705830086,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1999-Q2",114.367726375305,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1999-Q3",113.846304636189,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","1999-Q4",113.498916140299,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","2000-Q1",113.216805004685,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","2000-Q2",112.248974825861,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","2000-Q3",113.552333226482,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","2000-Q4",114.616140520392,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","2001-Q1",109.63824837189,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","2001-Q2",108.869269552618,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","2001-Q3",108.583050817574,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","2001-Q4",106.96830961223,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","2002-Q1",107.854210369661,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","2002-Q2",108.326463955056,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","2002-Q3",106.870899960308,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","2002-Q4",105.842734931567,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","2003-Q1",104.787788903327,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","2003-Q2",106.417664062787,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","2003-Q3",104.252341487405,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","2003-Q4",105.010753651087,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","2004-Q1",103.691600335331,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","2004-Q2",101.595509943007,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","2004-Q3",100.644008052652,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","2004-Q4",99.7998506781962,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","2005-Q1",103.131767275224,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","2005-Q2",99.8287489060503,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","2005-Q3",101.84883947471,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","2005-Q4",99.1362469850868,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","2006-Q1",99.4728897855101,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","2006-Q2",98.5163477356192,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","2006-Q3",97.4743519613816,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","2006-Q4",97.0896697909283,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","2007-Q1",94.0484757740732,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","2007-Q2",94.7766660117527,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","2007-Q3",94.8772304967204,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","2007-Q4",93.7521581481183,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","2008-Q1",94.9790699840652,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","2008-Q2",92.5904460538911,
"DEU","HOUSECOST","PRICEINCOME","IDX2015","Q","2008-Q3",91.4801013533096,
